shape_id,mse,mae,rmse,iou,dice,sign_accuracy,surface_mae,surface_sign_accuracy,mesh_vertices,mesh_faces,mesh_components,largest_component_face_fraction
monitor_0286,0.00016005545330699533,0.007926220074295998,0.012651302851736546,0.9644128113879004,0.9818840579710145,0.9812825520833334,0.009951837360858917,0.8940526154161121,10154,19698,18,0.9889328865874708
monitor_0287,3.79389566660393e-05,0.003367956029251218,0.006159460637718439,0.7515561569688769,0.8581582200247219,0.99169921875,0.007428979501128197,0.8989431968295905,4932,9784,1,1.0
monitor_0288,4.655252996599302e-05,0.0035965305287390947,0.006822941359132528,0.7015068493150685,0.824571290556316,0.9802969473379629,0.007296801544725895,0.8392475101438583,6285,12418,3,0.9985504912224191
monitor_0289,5.50153199583292e-05,0.004049976821988821,0.00741723133251071,0.8701285132170097,0.9305547795966255,0.9887604890046297,0.00867140106856823,0.8966406120073175,5755,11328,1,1.0
monitor_0290,8.700828038854524e-05,0.0047216396778821945,0.009327823296189308,0.7400656215822092,0.8506180599203855,0.9806586371527778,0.00888591818511486,0.8086403154969974,5424,10736,1,1.0
monitor_0291,5.276051160763018e-05,0.0039703440852463245,0.007263643201440573,0.8618123837363806,0.9257779046531545,0.9905960648148148,0.008278842084109783,0.9137144279432506,6327,12574,1,1.000795291872117
monitor_0292,0.00015269682626239955,0.007677192334085703,0.012357056140899658,0.9528346605991658,0.9758477559045562,0.9730088975694444,0.008342113345861435,0.8839153768375204,13383,26042,5,0.9990784117963291
monitor_0293,5.5351370974676684e-05,0.003835531650111079,0.007439850363880396,0.6067681895093062,0.7552653748946925,0.9894929108796297,0.008423001505434513,0.8460315357095535,3539,7090,7,0.983638928067701
monitor_0294,0.00022153354075271636,0.006268552504479885,0.01488400250673294,0.5875661375661375,0.7402099650058324,0.9718062789351852,0.012117894366383553,0.8555914780734477,6247,12240,6,0.8017973856209151
monitor_0295,4.562890171655454e-05,0.003712290432304144,0.006754916626960039,0.8459840588595954,0.9165670253753155,0.9886429398148148,0.0075158607214689255,0.8972354780319236,6111,12070,1,1.0
monitor_0296,0.00011250316310906783,0.00476354593411088,0.010606750845909119,0.6395954642966595,0.7801869158878505,0.9893663194444444,0.010843791998922825,0.8867066134043498,3569,6952,10,0.7920023014959724
monitor_0297,2.7528709324542433e-05,0.0028568743728101254,0.005246780812740326,0.7752634841909486,0.8734066701588965,0.9934443721064815,0.005873851012438536,0.902106400216041,3510,6896,3,0.8677494199535963
monitor_0298,0.00014374351303558797,0.00760704604908824,0.011989308521151543,0.9266106585633667,0.9619075389672357,0.9740125868055556,0.008657579310238361,0.8751520417028671,10906,21382,16,0.9869048732578805
monitor_0299,2.726909951888956e-05,0.0027325397823005915,0.00522198248654604,0.712832108535896,0.8323432343234324,0.9954065393518519,0.007485324516892433,0.9289311695579183,3168,6344,4,0.9602774274905422
monitor_0300,4.239210466039367e-05,0.0033745761029422283,0.0065109217539429665,0.8613776924717423,0.9255270394133822,0.9941225405092593,0.00836886465549469,0.9326703956909054,4563,8986,1,1.0
monitor_0301,4.827075099456124e-05,0.003535809926688671,0.006947715301066637,0.9008603573792191,0.9478448576004457,0.9932273582175926,0.006957302335649729,0.9277852867348909,4936,9714,5,0.9744698373481573
monitor_0302,5.621882155537605e-05,0.0039488705806434155,0.007497921120375395,0.8582810236600676,0.9237365207223593,0.9893844039351852,0.007028540130704641,0.9139072847682119,6569,12878,3,0.9978257493399596
monitor_0303,3.9931663195602596e-05,0.0032310497481375933,0.006319150328636169,0.8004081632653062,0.8891407844026298,0.9911566840277778,0.006809782236814499,0.9131978343835981,5465,10796,5,0.9940718784735088
monitor_0304,0.00018196659220848233,0.006271716672927141,0.013489499688148499,0.7168179853004756,0.835054142533367,0.9822319878472222,0.011093039996922016,0.8955525167675978,6097,12162,7,0.9906265416872225
monitor_0305,5.0150534661952406e-05,0.0036475779488682747,0.007081704214215279,0.7898978270254713,0.8826177842096801,0.9867983217592593,0.007804129738360643,0.8447026220422085,4809,9534,1,1.0
monitor_0306,8.001089736353606e-05,0.004414483904838562,0.008944881148636341,0.8946900406504065,0.9444183707676835,0.9925039785879629,0.007008865475654602,0.9263814777968707,4870,9594,4,0.9949968730456535
monitor_0307,4.2194806155748665e-05,0.0032652984373271465,0.006495752837508917,0.8358415499048607,0.9105813624799773,0.9914189091435185,0.008153467439115047,0.8858139814703405,4193,8266,1,1.0
monitor_0308,8.086315210675821e-05,0.004751395899802446,0.008992394432425499,0.8792840294158457,0.9357649143532192,0.9921332465277778,0.00953410193324089,0.9208823261325312,5654,11316,5,0.9950512548603747
monitor_0309,5.406705167843029e-05,0.003892672248184681,0.0073530301451683044,0.8765511065626199,0.9342150112482105,0.9912742332175926,0.006547561381012201,0.9167321288295365,5403,10672,2,0.8452023988005997
monitor_0310,8.50723881740123e-05,0.004902122542262077,0.009223469533026218,0.855996108002919,0.9224115334207077,0.9892939814814815,0.007160072214901447,0.9116702355460385,6829,13342,1,1.0002998051266676
monitor_0311,0.00015283990069292486,0.00761901680380106,0.012362843379378319,0.9403803950256036,0.9692742695570217,0.9764178240740741,0.00885406881570816,0.8702487562189055,11329,22338,7,0.9986569970453935
monitor_0312,5.877413059351966e-05,0.0039029137697070837,0.0076664285734295845,0.7887729399064412,0.8819151076242204,0.9893844039351852,0.007639346644282341,0.8940348954051338,5811,11408,1,1.0003506311360448
monitor_0313,5.9076559409732e-05,0.0037512844428420067,0.007686127908527851,0.9001803968731209,0.9474683544303798,0.9909939236111112,0.008399753831326962,0.9028482247366367,4820,9490,3,0.873972602739726
monitor_0314,6.858247797936201e-05,0.004501847084611654,0.008281453512609005,0.9135643643965586,0.954830034875415,0.9902795862268519,0.006774891167879105,0.9024766397532432,5539,11028,3,0.9980050779833152
monitor_0315,0.00010905189992627129,0.005677392240613699,0.010442791506648064,0.8034503271861987,0.8910146457316268,0.9850622106481481,0.008997342549264431,0.8943257523546979,6910,13816,1,1.0002895193977996
monitor_0316,3.036929774680175e-05,0.0031284319702535868,0.005510834511369467,0.8933236574746009,0.94365657339977,0.9933539496527778,0.005588020198047161,0.9231814381270903,4769,9512,1,1.0010513036164845
monitor_0317,2.800181755446829e-05,0.0028579174540936947,0.0052916742861270905,0.7059795176742649,0.8276529821843532,0.9919524016203703,0.006858118809759617,0.869283928833995,3044,6018,7,0.9571286141575274
monitor_0318,1.9788996723946184e-05,0.002511262893676758,0.004448482301086187,0.8074534161490683,0.8934707903780069,0.9943938078703703,0.005558263044804335,0.9230673780866112,4022,7912,5,0.8475733063700708
monitor_0319,7.20565949450247e-05,0.004489670041948557,0.008488615974783897,0.8150356448476993,0.8980932657287725,0.9870967158564815,0.008982469327747822,0.8818610812153324,5410,10644,4,0.9894776399849681
monitor_0320,8.627214992884547e-05,0.004712930414825678,0.00928828027099371,0.8959281164695178,0.9451076849241106,0.9917263454861112,0.007991094142198563,0.9145233769958887,5665,11128,1,1.0001797268152408
monitor_0321,7.742387242615223e-05,0.004290645010769367,0.008799083530902863,0.8402628755364807,0.913198746447052,0.9892306857638888,0.011154601350426674,0.856936936936937,3951,7822,5,0.9808233188442853
monitor_0322,7.596181967528537e-05,0.004229481797665358,0.008715608157217503,0.8317507912710311,0.9081484176064023,0.9908673321759259,0.007661091163754463,0.9175402393726785,5874,11672,4,0.9691569568197396
monitor_0323,3.505153290461749e-05,0.0030810118187218904,0.005920433439314365,0.7419680743584562,0.8518733325600278,0.9884530526620371,0.00694658188149333,0.8415632754342431,3261,6406,1,1.0
monitor_0324,0.00015269516734406352,0.0076411510817706585,0.012356988154351711,0.9525494377665762,0.9756981506764304,0.9734429253472222,0.008878815919160843,0.8837153867545986,12839,25376,1,1.0005517023959647
monitor_0325,3.400919013074599e-05,0.0030639052856713533,0.005831739865243435,0.8456512862392813,0.9163716814159292,0.99658203125,0.009116939269006252,0.9459382151029748,3114,6204,3,0.9887169568020632
monitor_0326,9.749599848873913e-05,0.005182989407330751,0.009874005801975727,0.9119972499140598,0.9539733908665947,0.9907407407407407,0.008214873261749744,0.9166327444435398,5879,11574,12,0.8040435458786936
monitor_0327,5.913749191677198e-05,0.004450024105608463,0.00769009068608284,0.874544792425346,0.9330743079164643,0.9875397858796297,0.006475509610027075,0.8879120879120879,6768,13384,1,1.0
monitor_0328,0.00019347966008353978,0.00843233522027731,0.013909696601331234,0.9508940015380671,0.9748289766521308,0.9722855179398148,0.011525233276188374,0.8533371664031432,11740,22560,1,1.001418439716312
monitor_0329,3.1682775443186983e-05,0.0029217766132205725,0.005628745537251234,0.8357260531889856,0.9105128205128206,0.9936885127314815,0.0063790022395551205,0.9194553427186707,3622,7112,3,0.9915635545556806
monitor_0330,3.386168464203365e-05,0.0029291382525116205,0.005819079466164112,0.4572545188080117,0.6275561515253101,0.9899540653935185,0.010511456057429314,0.8255886970172684,2870,5732,2,0.9958129797627355
monitor_0331,3.4652224712772295e-05,0.002891112817451358,0.005886613857001066,0.3675832127351664,0.5375661375661376,0.9960485387731481,0.010000193491578102,0.9321955003878976,1550,3012,8,0.6341301460823373
monitor_0332,2.593183126009535e-05,0.0027032664511352777,0.005092330742627382,0.7144522144522144,0.8334466349422162,0.9911385995370371,0.007169356569647789,0.8672626303670594,3669,7252,3,0.9983452840595698
monitor_0333,7.333302346523851e-05,0.0041698282584548,0.008563470095396042,0.9138152516641364,0.9549670490602881,0.9933268229166666,0.006615304388105869,0.9295282469423413,5453,10782,2,0.9773696902244482
monitor_0334,2.2092683138907887e-05,0.0026067933067679405,0.004700285382568836,0.9024038461538462,0.948698508971443,0.9963288483796297,0.006875438615679741,0.9341336794289422,3089,6172,1,1.0003240440699934
monitor_0335,3.719536107382737e-05,0.0032513185869902372,0.0060987998731434345,0.8114553153554713,0.8959153543307087,0.9923502604166666,0.005625022575259209,0.9108159392789373,4426,8676,9,0.9368372521899493
monitor_0336,7.569209265056998e-05,0.0043981787748634815,0.008700120262801647,0.9284613691393352,0.9629037781075219,0.9941225405092593,0.007051676046103239,0.9372758119243819,5320,10512,1,1.0001902587519025
monitor_0337,6.275055784499273e-05,0.004028049763292074,0.007921525277197361,0.8948364422816978,0.9444999286631474,0.9929651331018519,0.0076675014570355415,0.9287219422812644,5979,11738,1,1.000340773555972
monitor_0338,3.633507731137797e-05,0.003326710546389222,0.00602785823866725,0.6050925925925926,0.7539659648110758,0.9922869646990741,0.00714887073263526,0.8892063904403169,3296,6536,24,0.8053855569155447
monitor_0339,7.926146645331755e-05,0.00424289470538497,0.008902890607714653,0.8969169216286185,0.9456575682382135,0.9960394965277778,0.008528276346623898,0.9632211781347884,4433,8804,7,0.9166288050885961
monitor_0340,0.0009156032465398312,0.0141568249091506,0.030258936807513237,0.7367819376964847,0.848444956392957,0.9500325520833334,0.010986225679516792,0.9053888798304256,10887,21448,24,0.9621409921671018
monitor_0341,2.8509120966191404e-05,0.0026562821585685015,0.005339393392205238,0.7081576989833871,0.8291479169690812,0.9893572771990741,0.00646364176645875,0.8658077756242162,3831,7526,2,0.9989370183364337
monitor_0342,4.2573617974994704e-05,0.003185462672263384,0.00652484642341733,0.6258148631029987,0.7698476343223737,0.9922146267361112,0.007414849475026131,0.8599544567338973,3060,6116,2,0.9175931981687377
monitor_0343,6.109716923674569e-05,0.003946521319448948,0.007816467434167862,0.8482615703430808,0.9179020804783854,0.9880823206018519,0.00810168869793415,0.8951104729999202,6368,12560,1,1.0001592356687898
monitor_0344,4.0162431105272844e-05,0.0032932774629443884,0.006337383762001991,0.8383045525902669,0.9120409906063194,0.9944118923611112,0.005883827339857817,0.9327877795962902,4659,9240,3,0.9974025974025974
monitor_0345,4.049344715895131e-05,0.00302103441208601,0.006363446358591318,0.5182763744427935,0.6827167743198278,0.9853425202546297,0.008203946985304356,0.8016079158936302,4201,8300,2,0.8380722891566265
monitor_0346,2.5168879801640287e-05,0.0028210978489369154,0.005016859620809555,0.8441640378548896,0.9154977762572699,0.9955331307870371,0.0069274017587304115,0.9441050011314777,3783,7474,2,0.8747658549638747
monitor_0347,6.910081719979644e-05,0.0041916342452168465,0.008312690071761608,0.8558590941768511,0.9223319775324423,0.9927481192129629,0.007849577814340591,0.9252432634730539,5064,10018,3,0.998003593531643
monitor_0348,6.616015889449045e-05,0.0037999313790351152,0.00813388917595148,0.879838142153413,0.9360786148806738,0.9938241464120371,0.006962425075471401,0.9313766019016122,4863,9544,6,0.9857502095557418
monitor_0349,7.308264321181923e-05,0.004281713627278805,0.008548839017748833,0.8251034126163392,0.9041716835469934,0.9877658420138888,0.0073935529217123985,0.8905263157894737,6504,12988,1,1.0
monitor_0350,6.587021198356524e-05,0.00387045880779624,0.008116046898066998,0.46569224522939506,0.6354570637119114,0.9881004050925926,0.009364585392177105,0.8244091333956469,3431,6784,12,0.8266509433962265
monitor_0351,5.4230837122304365e-05,0.004001174122095108,0.007364158984273672,0.8939504906986964,0.9440061871616396,0.9934534143518519,0.007227565627545118,0.9361326746647848,5659,11174,1,1.0
monitor_0352,3.921355164493434e-05,0.003382655093446374,0.006262072362005711,0.889168765743073,0.9413333333333334,0.9944299768518519,0.007623899728059769,0.9162132752992383,4075,8128,2,0.9288877952755905
monitor_0353,3.341512638144195e-05,0.003125817747786641,0.005780581850558519,0.7724625623960066,0.8716263787843229,0.9950538917824074,0.007039121817797422,0.9244161945557552,4202,8440,1,1.0
monitor_0354,9.614603186491877e-05,0.004681241698563099,0.00980540830641985,0.7658050451572719,0.8673721340388008,0.9864004629629629,0.00787582527846098,0.8588599868532256,5407,10666,6,0.9804987811738234
monitor_0355,2.84404304693453e-05,0.002744391094893217,0.005332957021892071,0.8896473265073948,0.9416014449127031,0.9964916087962963,0.007394460495561361,0.9445714285714286,3317,6512,1,1.0
monitor_0356,4.75093511340674e-05,0.0034645632840692997,0.006892702542245388,0.8568878792795717,0.9229290457881859,0.9920247395833334,0.007563401944935322,0.9076305220883534,4914,9714,1,1.0002058884084826
monitor_0357,4.696338874055073e-05,0.0035766828805208206,0.006852983962744474,0.7662721893491125,0.8676716917922948,0.9907136140046297,0.007040711119771004,0.9055023923444976,5159,10308,1,1.0
monitor_0358,4.6427405322901905e-05,0.0037312861531972885,0.006813765969127417,0.7792122250032933,0.8759070042943877,0.9848451967592593,0.006172507535666227,0.8453874538745387,4677,9204,2,0.9991308126901347
monitor_0359,6.067061985959299e-05,0.004025711677968502,0.00778913451358676,0.9100013533631073,0.9528803231063558,0.9939869068287037,0.007119247689843178,0.9307458939219584,4807,9474,2,0.8661600168883259
monitor_0360,3.0448087272816338e-05,0.003132637357339263,0.005517978686839342,0.892660284305193,0.9432863274064991,0.9933087384259259,0.005593911278992891,0.9226669453443411,4763,9500,1,1.0010526315789474
monitor_0361,4.7510835429420695e-05,0.0034645895939320326,0.006892810575664043,0.8568878792795717,0.9229290457881859,0.9920247395833334,0.0075636692345142365,0.9076305220883534,4914,9714,1,1.0002058884084826
monitor_0362,8.383010572288185e-05,0.004859107546508312,0.009155877865850925,0.8937257306356019,0.943880854737751,0.9905960648148148,0.007223108317703009,0.9078585983875255,5822,11516,4,0.8247655435915249
monitor_0363,5.828818757436238e-05,0.003987703938037157,0.007634670007973909,0.8722673329169269,0.9317764804003336,0.9926034432870371,0.009191391989588737,0.9228295819935691,4214,8260,8,0.9002421307506053
monitor_0364,8.351485303137451e-05,0.005159912630915642,0.00913864653557539,0.798002468858714,0.887654475096742,0.9837239583333334,0.008408003486692905,0.8559308468064671,6136,12246,2,0.9998366813653438
monitor_0365,0.00010427671077195555,0.005585452076047659,0.010211597196757793,0.7856344610383014,0.8799499317250796,0.9809208622685185,0.00912503432482481,0.8643912044634067,7191,14042,5,0.998290841760433
monitor_0366,7.716431719018146e-05,0.005007868632674217,0.008784322068095207,0.8498554449084484,0.9188344389261279,0.9788682725694444,0.007562573999166489,0.8143845970244252,5718,10908,11,0.9812981298129813
monitor_0367,2.9688317226828076e-05,0.002838360844179988,0.005448698531836271,0.7236061684460261,0.8396421197522368,0.9915726273148148,0.007406131364405155,0.8858682341415626,4103,8106,5,0.9531211448309894
monitor_0368,3.0023969884496182e-05,0.0028533441945910454,0.0054794130846858025,0.8711421491326875,0.9311341199133156,0.9948278356481481,0.0063261669129133224,0.9155805687203792,3396,6720,1,1.0002976190476192
monitor_0369,5.123040682519786e-05,0.0035558370873332024,0.007157541811466217,0.917489270386266,0.9569693917520005,0.9930465133101852,0.006559112574905157,0.9279757391963609,4580,8978,2,0.9991089329472043
monitor_0370,2.6218527636956424e-05,0.002607325091958046,0.005120403133332729,0.3568818514007308,0.526032315978456,0.9952256944444444,0.006785861682146788,0.9257592800899888,1188,2336,14,0.5102739726027398
monitor_0371,3.184151864843443e-05,0.002931329421699047,0.005642828997224569,0.939906103286385,0.9690222652468539,0.9965277777777778,0.006647966336458921,0.9437197713615711,3479,6948,1,1.0002878526194587
monitor_0372,7.439047476509586e-05,0.004408249165862799,0.008624991402029991,0.811829944547135,0.8961436441542542,0.9907949942129629,0.007690816186368465,0.905223880597015,5065,9896,3,0.998181083265966
monitor_0373,6.034234684193507e-05,0.004005744121968746,0.007768033538013697,0.8743001866169021,0.9329350686295427,0.9914731626157407,0.007783439941704273,0.9148107912366468,5955,11772,1,1.0001698946653075
monitor_0374,6.643204687861726e-05,0.00443829782307148,0.008150585927069187,0.8205560235888796,0.901434521055067,0.9845920138888888,0.008644107729196548,0.8513867085295657,5534,10968,1,1.00072939460248
monitor_0375,0.00010778612340800464,0.006572982762008905,0.010382009670138359,0.9577210561636544,0.9784040000472819,0.9834798177083334,0.006867958232760429,0.9121127573600154,10170,19982,6,0.9984986487839055
monitor_0376,6.72882015351206e-05,0.0040734149515628815,0.008202938362956047,0.7174953959484346,0.8355136178425906,0.9861291956018519,0.0068035610020160675,0.8490900147565175,4058,8076,2,0.8405151064883606
monitor_0377,0.0001181467596325092,0.006487422622740269,0.010869533754885197,0.8975926767059152,0.9460330319824714,0.9734971788194444,0.00935252197086811,0.8216742770167428,8569,16720,1,1.000956937799043
monitor_0378,4.376187644083984e-05,0.0034981209319084883,0.0066152759827673435,0.8181818181818182,0.9,0.9906684027777778,0.00783853605389595,0.8988731014208721,4033,7910,10,0.97724399494311
monitor_0379,8.989052730612457e-05,0.0054329014383256435,0.00948106124997139,0.863346292085381,0.9266622052513482,0.983154296875,0.00844483356922865,0.8687196110210696,7027,14040,1,1.0
monitor_0380,6.016104089212604e-05,0.004129011183977127,0.007756354752928019,0.8558025242935329,0.9222991272946133,0.9883264612268519,0.008147122338414192,0.8900340715502555,5706,11276,1,1.0
monitor_0381,6.725310231558979e-05,0.004561491776257753,0.008200799115002155,0.9095646509608077,0.9526408550798795,0.9924678096064815,0.007166739087551832,0.9185569026202581,5174,10182,2,0.859752504419564
monitor_0382,5.149200660525821e-05,0.003629840910434723,0.007175792939960957,0.7088853559441795,0.8296464750878644,0.9850983796296297,0.008230123668909073,0.8374530353964801,4810,9492,2,0.989464812473662
monitor_0383,8.573859668103978e-05,0.004615212325006723,0.009259513579308987,0.7922654268808115,0.8840938568565028,0.9911114728009259,0.00896899588406086,0.9066348448687351,5240,10318,2,0.6819150998255475
monitor_0384,5.452691038954072e-05,0.003285355633124709,0.007384234108030796,0.7159309021113244,0.8344519015659956,0.9933087384259259,0.008716222830116749,0.8759768943255182,3423,6828,1,1.0005858230814295
monitor_0385,0.0001439876650692895,0.0056673982180655,0.01199948601424694,0.8781876408492468,0.9351436690874645,0.9814272280092593,0.00840054638683796,0.881531948670459,7301,14330,2,0.9997208653175157
monitor_0386,7.323484169319272e-05,0.004466583952307701,0.008557735942304134,0.89,0.9417989417989417,0.9908492476851852,0.00802533607929945,0.9135215976071083,5494,10838,5,0.8892784646613766
monitor_0387,5.502653948497027e-05,0.003795577445998788,0.0074179875664412975,0.842822774659182,0.9147084421235857,0.9929108796296297,0.010153260082006454,0.9101239669421488,4298,8596,1,1.0
monitor_0388,6.560309702763334e-05,0.00408182805404067,0.008099573664367199,0.8796489140136864,0.93597150771666,0.9926848234953703,0.007716712076216936,0.9266004917584919,5726,11290,2,0.9992914083259522
monitor_0389,8.191437518689781e-05,0.004402490798383951,0.009050656110048294,0.7792034660889852,0.875901470450501,0.9880190248842593,0.007573631126433611,0.8757540377505352,5204,10220,6,0.8767123287671232
monitor_0390,0.000154974521137774,0.007679748348891735,0.012448876164853573,0.9716072085325488,0.9855991643038352,0.9825484664351852,0.007349648512899876,0.9173270507603342,12377,23594,8,1.000508603882343
monitor_0391,4.2421321268193424e-05,0.003358198096975684,0.006513165310025215,0.8193619017829215,0.9007134874924783,0.9895562065972222,0.008304242044687271,0.8863187030446817,4226,8440,3,0.9943127962085309
monitor_0392,5.730371049139649e-05,0.0035209800116717815,0.00756992120295763,0.6499231163505894,0.7878223050636843,0.9876482928240741,0.009345419704914093,0.8544640954613254,4041,7946,6,0.9174427384847722
monitor_0393,5.578124546445906e-05,0.00375517550855875,0.007468684110790491,0.8957011980267794,0.9449814126394052,0.9946469907407407,0.007877528667449951,0.9342618384401115,4560,9018,1,1.0006653359946773
monitor_0394,0.0001271106011699885,0.006948701571673155,0.011274334043264389,0.9551967342319585,0.9770850344706405,0.9799533420138888,0.0071430448442697525,0.9010493413708417,11341,22384,2,1.0
monitor_0395,8.732140850042924e-05,0.004800948780030012,0.009344592690467834,0.8611773565959583,0.9254113838683572,0.9899992766203703,0.007920042611658573,0.9020230427288397,5285,10416,4,0.858678955453149
